Filename,RA,Dec,TIC_ID,Sector,Camera,CCD,Magnitude,Label
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_92709863.pkl,316.54415034221887,-33.61515305190089,92709863,1,1,4,9.2496004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_79249902.pkl,318.166963647114,-51.3227846887551,79249902,1,2,4,9.0944996,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_150391436.pkl,96.5805177683778,-62.6487645422361,150391436,1,4,4,10.0789,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_31740373.pkl,48.4221405271693,-66.4106951252301,31740373,1,3,4,8.854399699999998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_350586063.pkl,87.38867095237819,-54.1921230299207,350586063,1,4,4,9.0270996,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_358403148.pkl,78.1346283414325,-57.84261174390701,358403148,1,4,4,11.8445,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_92733838.pkl,316.85312624217204,-33.9593320959786,92733838,1,1,4,14.33,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_79514277.pkl,321.991488073376,-53.3575127418394,79514277,1,2,4,10.7193,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_220395015.pkl,68.6804962019972,-58.6099714867433,220395015,1,4,1,8.735199900000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_266905680.pkl,1.12726563683806,-72.89730986751691,266905680,1,3,2,6.889100099999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_220493773.pkl,344.53946168302,-54.825647776009205,220493773,1,2,2,13.0363,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_141412532.pkl,84.2288110489127,-75.1596890941974,141412532,1,4,2,9.6943998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_38634014.pkl,65.01050082103562,-62.54864673261379,38634014,1,4,1,9.755399699999998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_270251574.pkl,330.578623412736,-26.4640473549135,270251574,1,1,3,9.9677696,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139369634.pkl,67.1868473283794,-67.3556486479755,139369634,1,4,1,10.2481,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_389473715.pkl,312.89220622564693,-37.960773774491,389473715,1,1,1,12.7422,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_92751998.pkl,317.052471471935,-33.5275061914872,92751998,1,1,4,12.7986,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_260711231.pkl,345.651704994932,-71.21683424571991,260711231,1,3,2,13.776,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_260351032.pkl,94.77802066184069,-59.1150249974638,260351032,1,4,4,11.0836,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_115115510.pkl,316.741182634734,-40.59150196496649,115115510,1,1,1,8.838000300000003,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_382044802.pkl,79.3503463064048,-56.552976901086105,382044802,1,4,4,9.5846004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_38943971.pkl,70.205058,-62.800721,38943971,1,4,1,8.1339998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_32032581.pkl,56.1307355874379,-68.8127658940535,32032581,1,3,4,11.4603,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_280051640.pkl,45.71272553623661,-72.4572454019512,280051640,1,3,4,7.540599799999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_24750915.pkl,26.17824785133,-70.56004477366588,24750915,1,3,4,8.6211004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_161153327.pkl,338.84214629267603,-50.3547879337751,161153327,1,2,3,13.133,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_369683633.pkl,18.4816197796103,-59.93357029157272,369683633,1,3,1,9.4326,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_267320350.pkl,7.58186443983599,-72.0382175300639,267320350,1,3,2,10.9313,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139756793.pkl,323.56363160011693,-50.810780801195,139756793,1,2,4,11.1298,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_150358170.pkl,96.0208236550298,-62.382823492844295,150358170,1,4,4,10.8295,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_358512823.pkl,30.38228853861269,-62.5740655756797,358512823,1,3,4,9.7442999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_149449795.pkl,85.0740364823462,-62.26559326882261,149449795,1,4,4,10.8831,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_280723740.pkl,344.160092623138,-79.224977406484,280723740,1,3,2,9.165100099999998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_350522597.pkl,86.3083218351309,-54.77751197749461,350522597,1,4,4,10.6973,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_453096104.pkl,114.116682512374,-68.66827535303122,453096104,1,4,3,10.3523,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_177286275.pkl,102.899324819131,-77.13455952247618,177286275,1,4,2,8.9877996,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_231906514.pkl,6.238147977102449,-63.95049828413378,231906514,1,3,1,8.3148003,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_161210024.pkl,340.656962816086,-50.446124861287295,161210024,1,2,3,10.1456,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_55650481.pkl,73.7785242368237,-62.7953827740379,55650481,1,4,1,7.887899900000002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_469970578.pkl,1.57993867797711,-65.8405326802886,469970578,1,3,1,9.9327698,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_441200937.pkl,335.81030910650287,-25.8422852300864,441200937,1,1,3,7.285399900000002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_350430572.pkl,84.8729562671987,-55.0836696573288,350430572,1,4,4,10.4907,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_391950805.pkl,80.1270526834965,-78.0438037431973,391950805,1,4,2,11.6128,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_392012255.pkl,85.4762746343357,-79.2205248316045,392012255,1,4,2,11.8959,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_370242545.pkl,328.94207114146093,-56.4853103026645,370242545,1,2,4,9.9883003,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_141407159.pkl,83.84225014269909,-72.51083994587539,141407159,1,4,2,10.0685,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_308454245.pkl,120.958213666381,-64.62915411838101,308454245,1,4,3,8.248000099999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_293269164.pkl,98.665735,-64.86839300000001,293269164,1,4,3,10.175,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_350342848.pkl,84.53899882958409,-56.0318211066003,350342848,1,4,4,9.9903002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_306824150.pkl,121.874584047607,-69.2230431736061,306824150,1,4,3,10.7409,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_220522527.pkl,42.30368651710821,-62.4695883437556,220522527,1,3,4,13.5412,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_238876720.pkl,39.6357073830317,-75.4684617352875,238876720,1,3,3,13.5731,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_277834886.pkl,344.665735773006,-66.45503618097939,277834886,1,2,1,10.2816,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_325339391.pkl,334.810274800642,-74.2354279948416,325339391,1,3,2,10.2185,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_161265795.pkl,341.49970050324487,-50.48679100667989,161265795,1,2,3,10.8368,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_293437322.pkl,48.5208819636729,-78.947623421702,293437322,1,3,3,8.9733,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_260368246.pkl,95.2995370156146,-58.9594423994495,260368246,1,4,4,9.6262999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_401984849.pkl,352.6747148014689,-47.87376874333391,401984849,1,2,3,9.9876003,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_115012786.pkl,315.60601006810487,-40.657874728703696,115012786,1,1,1,9.3250999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_183307030.pkl,17.3217397257732,-72.2117327041055,183307030,1,3,2,10.6979,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_394701331.pkl,64.77632862739121,-79.52093799173791,394701331,1,3,3,6.799099900000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_92877691.pkl,318.1031582484229,-33.1276017106035,92877691,1,1,4,13.6638,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_270677079.pkl,87.6558831362112,-53.41725943071612,270677079,1,4,4,7.783999900000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_382201238.pkl,81.8994491282535,-55.6889015660656,382201238,1,4,4,10.3711,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_425934616.pkl,4.5808385006132095,-63.66681260201921,425934616,1,3,1,8.387499799999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_181656815.pkl,14.2227707476509,-76.06213038601982,181656815,1,3,3,14.6263,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_381976956.pkl,77.54681463230739,-57.5866694957188,381976956,1,4,4,9.0099001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_237321810.pkl,344.970484752014,-65.02426476759611,237321810,1,2,1,14.7191,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_79395764.pkl,320.069769340221,-50.1888572229442,79395764,1,2,4,9.3994999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_99673469.pkl,321.618567458444,-22.8468390389515,99673469,1,1,3,10.6062,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_201289521.pkl,2.25997404894855,-54.0019364976346,201289521,1,2,2,5.6423001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_452358322.pkl,88.23255106220971,-51.5260828483269,452358322,1,4,4,8.0653,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_320966026.pkl,325.1625785175512,-39.7911283527724,320966026,1,1,1,8.7847996,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_348772511.pkl,47.474075078043,-83.5315526089812,348772511,1,3,3,7.265399900000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_38519172.pkl,63.1303106571482,-62.000961701874296,38519172,1,4,1,9.5695,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_348716843.pkl,44.86639847129128,-79.1284964473632,348716843,1,3,3,8.427499800000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_382145868.pkl,80.4555145075521,-55.236369446176994,382145868,1,4,4,10.4967,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_197762407.pkl,326.60439272579487,-54.37603561988711,197762407,1,2,4,13.3395,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_382222129.pkl,323.394383208931,-37.8866605669882,382222129,1,1,1,8.3862,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_391899797.pkl,115.657488187636,-68.11096130924051,391899797,1,4,3,11.5548,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_29547433.pkl,314.681311565457,-28.2433148681865,29547433,1,1,4,9.1859598,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_309067801.pkl,123.497454305939,-62.4356153386469,309067801,1,4,3,8.2812004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_280095613.pkl,46.10232065952,-72.1510653775698,280095613,1,3,4,12.3933,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139199845.pkl,345.813618964116,-44.02433065096509,139199845,1,2,3,10.8645,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_79271943.pkl,318.418131033929,-50.59392288766271,79271943,1,2,4,8.0229998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_260795157.pkl,347.58570691705,-68.8388958013867,260795157,1,3,2,7.7286,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_260351252.pkl,94.8067794440554,-58.668404923810215,260351252,1,4,4,9.9947004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_358154970.pkl,70.29365641042921,-75.01237173743539,358154970,1,4,2,14.3875,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_33717547.pkl,61.321024506743,-76.5401770072997,33717547,1,3,3,11.8326,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_261137158.pkl,83.9142388982139,-81.61187064700971,261137158,1,4,2,6.665999900000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_382030398.pkl,78.8168954638825,-57.31019959089371,382030398,1,4,4,9.8681002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139186715.pkl,344.67346169679496,-42.37270706294781,139186715,1,2,3,10.3854,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_219334879.pkl,354.130865972518,-54.0520696967664,219334879,1,2,2,8.9225998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_152937439.pkl,338.71495365735086,-40.382352557035,152937439,1,1,2,8.3924999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_382219663.pkl,316.305259387418,-39.5592802491982,382219663,1,1,1,9.0342999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_350620310.pkl,87.32686221336029,-58.671185482806216,350620310,1,4,4,8.1271,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_394273592.pkl,28.3260505844707,-80.32296242894611,394273592,1,3,3,9.2795,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_394134586.pkl,3.9311769064319697,-67.9933477361362,394134586,1,3,1,10.2819,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_55559135.pkl,73.19134106070109,-64.1017376272972,55559135,1,4,1,10.0861,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_234510995.pkl,13.2840007742447,-62.5613450429457,234510995,1,3,1,8.7592001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_276864600.pkl,83.5769240904612,-67.3038084618584,276864600,1,4,1,11.1527,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_144193715.pkl,327.753497817068,-43.5623561308774,144193715,1,1,1,10.339,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_220481181.pkl,75.9753272071212,-58.843921622124704,220481181,1,4,1,10.018,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139120870.pkl,320.11928236187,-42.71551373984,139120870,1,1,1,10.5264,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_29719050.pkl,315.63101243302896,-24.8752599242565,29719050,1,1,4,7.548089999999997,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_388179330.pkl,52.083085221849295,-74.72453450099891,388179330,1,3,3,11.1245,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_115114573.pkl,316.708352783746,-38.6132357332803,115114573,1,1,1,10.9845,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_219310077.pkl,318.56913599505293,-58.5238269265127,219310077,1,2,4,8.5679998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_197645127.pkl,328.752364141674,-37.15264871342021,197645127,1,1,2,10.1509,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_29497299.pkl,314.416235968394,-24.489203171448302,29497299,1,1,4,7.7765899,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_220570567.pkl,46.922413609319705,-65.7958444744507,220570567,1,3,4,10.7037,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_404853615.pkl,85.1894790392692,-68.8223170639057,404853615,1,4,2,9.0188999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_179637810.pkl,80.6860543381124,-67.80189588649901,179637810,1,4,1,10.4589,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139127207.pkl,343.806222443323,-42.3543611055394,139127207,1,2,3,12.8903,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_278704274.pkl,334.553957120007,-36.2610067935584,278704274,1,1,2,8.1696997,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_150031624.pkl,91.01974339632766,-63.5618765293877,150031624,1,4,4,10.4353,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_152253741.pkl,328.74949738698893,-35.19366124623271,152253741,1,1,2,10.0068,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_299887679.pkl,10.209300857241,-65.8574464822073,299887679,1,3,1,8.3965998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_262876439.pkl,52.9409969042023,-63.6769769013132,262876439,1,3,4,8.6316004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_41173537.pkl,91.2978001340934,-69.7997932599604,41173537,1,4,2,11.5512,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_161172848.pkl,339.876139647712,-52.0881322520608,161172848,1,2,3,10.0632,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_61708168.pkl,335.498450405985,-35.55335113904029,61708168,1,1,2,11.421,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_409138905.pkl,312.004558801556,-25.1110016473772,409138905,1,1,4,14.081,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_53993782.pkl,331.5252909995972,-26.173009931407705,53993782,1,1,3,8.3430996,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_355424724.pkl,350.28521227676697,-48.5231769730349,355424724,1,2,3,9.7598,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_388104971.pkl,55.79686749421271,-63.1798396571723,388104971,1,4,1,9.6058998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_406320921.pkl,327.615196416483,-64.22703495821361,406320921,1,2,1,8.4715004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_469880388.pkl,327.99440352294494,-55.7110208018437,469880388,1,2,4,9.494999900000002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_401729733.pkl,336.31387020632286,-78.3819894889414,401729733,1,3,2,9.7931004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_25081091.pkl,61.05879624101149,-70.87601051337509,25081091,1,4,1,9.908499699999998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_278612240.pkl,333.380714286668,-36.4481092573309,278612240,1,1,2,10.2199,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_233966959.pkl,36.879538968555295,-62.7019467231406,233966959,1,3,4,10.5897,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_231626712.pkl,316.976291602851,-55.1219661659929,231626712,1,2,4,8.6693001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_441030702.pkl,324.31317270215686,-22.9462750010533,441030702,1,1,3,10.3061,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_308450331.pkl,120.734617341479,-62.820419161367504,308450331,1,4,3,13.5596,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_147421966.pkl,327.35282142881,-47.9774907708574,147421966,1,2,4,8.013999900000002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_260606533.pkl,97.3503695554784,-55.5113968015734,260606533,1,4,4,8.068900099999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_92254720.pkl,312.969066479562,-30.7758539415948,92254720,1,1,4,11.5792,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_206285518.pkl,352.963783986772,-53.8553532520883,206285518,1,2,2,8.5704002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_259886581.pkl,40.928569313624,-67.2829303592107,259886581,1,3,4,8.049799900000002,NonEB
